prefix,AB_ICMPv4,AB_TCPv4,AB_DNSv4,GCD_ICMPv4,GCD_TCPv4,partial,backing_prefix,ASN,locations,is_hrp,number_of_active_ips,ip_utilization,clean_locations,scope,continent,country
79.118.155.0/24,3,0,3,4,0,False,79.118.155.0/24,8708,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 40.43, 'lon': 3.42}]",False,2,0.0078125,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 40.43, 'lon': 3.42}]",Continental,EU,
79.127.222.0/24,1,1,0,2,0,False,79.127.222.0/24,60068,"[{'city': 'Cleveland', 'country_code': 'US', 'id': 'BKL', 'lat': 41.5175, 'lon': -81.6833}
 {'city': 'Monterrey', 'country_code': 'MX', 'id': 'MTY', 'lat': 25.7785, 'lon': -100.107}]",False,29,0.11328125,"[{'city': 'Cleveland', 'country_code': 'US', 'id': 'BKL', 'lat': 41.5175, 'lon': -81.6833}, {'city': 'Monterrey', 'country_code': 'MX', 'id': 'MTY', 'lat': 25.7785, 'lon': -100.107}]",Continental,NA,
8.15.246.0/24,2,0,0,2,0,False,8.15.246.0/24,11483,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",False,12,0.046875,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
8.3.217.0/24,2,0,0,2,0,False,8.3.217.0/24,32578,"[{'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}]",False,0,0.0,"[{'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}]",National,NA,US
8.43.133.0/24,2,0,0,2,0,False,8.32.0.0/12,3356,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",False,0,0.0,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",National,NA,US
8.9.40.0/24,1,2,0,2,0,False,8.9.40.0/21,62728,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",False,1,0.00390625,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
80.251.160.0/24,4,0,4,5,0,False,80.251.160.0/19,8220,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': 'Milan', 'country_code': 'IT', 'id': 'MXP', 'lat': 45.6306, 'lon': 8.72811}]",False,3,0.01171875,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': 'Milan', 'country_code': 'IT', 'id': 'MXP', 'lat': 45.6306, 'lon': 8.72811}]",Continental,EU,
80.67.0.0/24,1,1,0,4,0,False,80.67.0.0/20,42708,"[{'city': 'Oslo', 'country_code': 'NO', 'id': 'NIX', 'lat': 60.1939, 'lon': 11.1004}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,12,0.046875,"[{'city': 'Oslo', 'country_code': 'NO', 'id': 'NIX', 'lat': 60.1939, 'lon': 11.1004}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
80.80.2.0/24,4,0,4,5,0,False,80.80.0.0/19,8220,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': 'Milan', 'country_code': 'IT', 'id': 'MXP', 'lat': 45.6306, 'lon': 8.72811}]",False,4,0.015625,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': 'Milan', 'country_code': 'IT', 'id': 'MXP', 'lat': 45.6306, 'lon': 8.72811}]",Continental,EU,
80.80.80.0/24,2,0,2,2,0,False,80.80.80.0/24,60679,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Salt Lake City', 'country_code': 'US', 'id': 'SLC', 'lat': 40.7884, 'lon': -111.978}]",False,1,0.00390625,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Salt Lake City', 'country_code': 'US', 'id': 'SLC', 'lat': 40.7884, 'lon': -111.978}]",National,NA,US
80.80.9.0/24,3,0,3,3,0,False,80.80.0.0/19,8220,"[{'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}]",False,1,0.00390625,"[{'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}]",Continental,EU,
80.95.144.0/24,2,0,0,2,0,False,80.95.144.0/20,34309,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,2,0.0078125,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
81.188.160.0/24,2,0,0,2,0,False,81.188.0.0/16,3257,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,2,0.0078125,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
81.19.195.0/24,7,0,0,4,0,False,81.19.195.0/24,10515_396540_397203_36630_396563_20362_396542_396611_397195,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",False,2,0.0078125,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",National,NA,US
81.91.164.0/24,1,0,1,2,0,False,81.91.160.0/20,8763,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Brussels', 'country_code': 'BE', 'id': 'BRU', 'lat': 50.9014, 'lon': 4.48444}]",False,3,0.01171875,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Brussels', 'country_code': 'BE', 'id': 'BRU', 'lat': 50.9014, 'lon': 4.48444}]",Continental,EU,
81.91.170.0/24,2,2,0,2,1,False,81.91.170.0/24,8763,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}]",False,58,0.2265625,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}]",Continental,EU,
82.129.10.0/24,2,0,0,2,0,False,82.129.10.0/23,215596,"[{'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}
 {'city': 'Bourges', 'country_code': 'FR', 'id': 'BOU', 'lat': 47.0581, 'lon': 2.37028}]",False,80,0.3125,"[{'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}, {'city': 'Bourges', 'country_code': 'FR', 'id': 'BOU', 'lat': 47.0581, 'lon': 2.37028}]",National,EU,FR
82.129.11.0/24,2,0,0,2,0,False,82.129.10.0/23,215596,"[{'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}
 {'city': 'Bourges', 'country_code': 'FR', 'id': 'BOU', 'lat': 47.0581, 'lon': 2.37028}]",False,33,0.12890625,"[{'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}, {'city': 'Bourges', 'country_code': 'FR', 'id': 'BOU', 'lat': 47.0581, 'lon': 2.37028}]",National,EU,FR
82.137.68.0/24,2,0,0,2,0,False,82.137.68.0/24,210119,"[{'city': 'Sofia', 'country_code': 'BG', 'id': 'SOF', 'lat': 42.696693, 'lon': 23.411436}
 {'city': 'Berlin', 'country_code': 'DE', 'id': 'TXL', 'lat': 52.5597, 'lon': 13.2877}]",False,2,0.0078125,"[{'city': 'Sofia', 'country_code': 'BG', 'id': 'SOF', 'lat': 42.696693, 'lon': 23.411436}, {'city': 'Berlin', 'country_code': 'DE', 'id': 'TXL', 'lat': 52.5597, 'lon': 13.2877}]",Continental,EU,
82.223.191.0/24,4,0,1,5,0,False,82.223.0.0/16,8560,"[{'city': 'Warsaw', 'country_code': 'PL', 'id': 'WAW', 'lat': 52.1657, 'lon': 20.9671}
 {'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Barcelona', 'country_code': 'ES', 'id': 'BCN', 'lat': 41.2971, 'lon': 2.07846}]",False,5,0.01953125,"[{'city': 'Warsaw', 'country_code': 'PL', 'id': 'WAW', 'lat': 52.1657, 'lon': 20.9671}, {'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Barcelona', 'country_code': 'ES', 'id': 'BCN', 'lat': 41.2971, 'lon': 2.07846}]",Continental,EU,
82.79.10.0/24,2,0,3,4,0,False,82.79.10.0/24,8708,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': 'Barcelona', 'country_code': 'ES', 'id': 'BCN', 'lat': 41.2971, 'lon': 2.07846}]",False,2,0.0078125,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': 'Barcelona', 'country_code': 'ES', 'id': 'BCN', 'lat': 41.2971, 'lon': 2.07846}]",Continental,EU,
82.98.126.0/24,2,2,0,2,1,False,82.98.126.0/24,12306,"[{'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}]",False,10,0.0390625,"[{'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}]",Continental,EU,
83.147.159.0/24,1,1,1,2,0,False,83.147.128.0/18,31122,"[{'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,8,0.03125,"[{'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
84.203.254.0/24,1,0,0,2,0,False,84.203.0.0/16,31122,"[{'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,0,0.0,"[{'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
84.203.255.0/24,1,0,0,2,0,False,84.203.0.0/16,31122,"[{'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,0,0.0,"[{'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
84.205.75.0/24,2,0,0,2,0,False,-,-,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",False,0,0.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",National,NA,US
84.205.86.0/24,2,0,0,2,0,False,84.205.86.0/24,12654,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",False,0,0.0,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",Continental,AS,
84.205.91.0/24,2,0,0,2,0,False,84.205.91.0/24,12654,"[{'city': 'San Francisco', 'country_code': 'US', 'id': 'PIX', 'lat': 37.619, 'lon': -122.375}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",False,0,0.0,"[{'city': 'San Francisco', 'country_code': 'US', 'id': 'PIX', 'lat': 37.619, 'lon': -122.375}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
85.184.96.0/24,4,4,0,4,1,False,85.184.96.0/23,47171,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,26,0.1015625,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
85.184.98.0/24,4,0,4,4,0,False,85.184.96.0/20,47171,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,1,0.00390625,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
85.184.99.0/24,4,0,4,4,0,False,85.184.96.0/20,47171,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}]",False,1,0.00390625,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}]",Continental,EU,
86.121.222.0/24,3,0,3,5,0,False,86.121.222.0/24,8708,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 40.43, 'lon': 3.42}]",False,1,0.00390625,"[{'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 40.43, 'lon': 3.42}]",Continental,EU,
86.54.105.0/24,2,0,0,2,0,False,86.54.105.0/24,20473,"[{'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}]",False,0,0.0,"[{'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}]",National,OC,AU
86.54.11.0/24,7,0,6,10,0,False,86.54.11.0/24,198121,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 48.91, 'lon': 2.36}
 {'city': 'Sofia', 'country_code': 'BG', 'id': 'SOF', 'lat': 42.696693, 'lon': 23.411436}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'Warsaw', 'country_code': 'PL', 'id': 'WAW', 'lat': 52.1657, 'lon': 20.9671}
 {'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}
 {'city': 'Prague', 'country_code': 'CZ', 'id': 'PRG', 'lat': 50.1008, 'lon': 14.26}
 {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': 'Milan', 'country_code': 'IT', 'id': 'MXP', 'lat': 45.6306, 'lon': 8.72811}
 {'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}]",False,10,0.0390625,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 48.91, 'lon': 2.36}, {'city': 'Sofia', 'country_code': 'BG', 'id': 'SOF', 'lat': 42.696693, 'lon': 23.411436}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'Warsaw', 'country_code': 'PL', 'id': 'WAW', 'lat': 52.1657, 'lon': 20.9671}, {'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}, {'city': 'Prague', 'country_code': 'CZ', 'id': 'PRG', 'lat': 50.1008, 'lon': 14.26}, {'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': 'Milan', 'country_code': 'IT', 'id': 'MXP', 'lat': 45.6306, 'lon': 8.72811}, {'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}]",Continental,EU,
87.245.235.0/24,2,2,0,3,1,False,87.245.224.0/19,9002,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}]",False,19,0.07421875,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}]",Continental,EU,
